samp_name,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,expedition_id,expedition_name,samp_category,materialSampleID,neg_cont_type,pos_cont_type,eventDate,verbatimEventDate,env_medium,organism,habitat_natural_artificial_0_1,env_broad_scale,env_local_scale,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,sample_derived_from,sample_composed_of,samp_collect_device,samp_store_method_additional,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prep_method_additional,line_id,station_id,verbatimStationName,ctd_cast_number,rov_dive_number,samp_collect_method,samp_collect_notes,ctd_bottle_number,rosette_position,maximumDepthInMeters,minimumDepthInMeters,DepthInMeters_method,maximumDepthInMeters_standard_deviation,altitude,altitude_unit,altitude_method,tot_depth_water_col,tot_depth_water_col_method,elev,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLatitude_standard_deviation,decimalLongitude,decimalLongitude_standard_deviation,eventDurationValue,verbatimEventTime,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,dna_store_loc,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,samp_weather,temp,temp_standard_deviation,ph,pH_free,pH_total,salinity,conductivity,diss_oxygen,diss_oxygen_unit,methane,methane_unit,hydrogen,hydrogen_unit,beam_attenuation,beam_attenuation_unit,dNTU,turbidity,orp,orp_unit,dE/dt,fluorescence,fluorescence_unit,chlorophyll,theta,sigma_theta,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,silicate,silicate_unit,tot_alkalinity,tot_alkalinity_unit,pco2,pco2_unit,percent_d3He,measurements_from,collected_by,extract_id,extract_plate,extract_well_number,extract_well_position,date_ext,concentration,concentration_unit,dna_yield,dna_yield_unit,ratioOfAbsorbance260_280,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration_method,pool_dna_num,nucl_acid_ext_method_additional,associatedSequences,Unnamed: 141,Unnamed: 142,Unnamed: 143
E2130.2B.OC0919,2130.0,2.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP40,not applicable: sample group,not applicable: sample group,2019-09-30T20:00:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE015,OCNMS - Cape Elizabeth - near shore - CENS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP40 - Additional Location Description: CENS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.407',124° 20.888',degrees minutes seconds,WGS84,47.35678333,missing: not collected,-124.3481333,missing: not collected,T0S/T1S,20:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.96,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.38,3.89,8.71,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.7,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524530 | SAMN23524484 | SAMN23524438 | SAMN23524392,,,
E2130.3B.OC0919,2130.0,3.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP41,not applicable: sample group,not applicable: sample group,2019-09-30T20:00:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE015,OCNMS - Cape Elizabeth - near shore - CENS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP41 - Additional Location Description: CENS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.407',124° 20.888',degrees minutes seconds,WGS84,47.35678333,missing: not collected,-124.3481333,missing: not collected,T0S/T1S,20:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.96,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.38,3.89,8.71,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.7,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524531 | SAMN23524485 | SAMN23524439 | SAMN23524393,,,
E2130.4B.OC0919,2130.0,4.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP42,not applicable: sample group,not applicable: sample group,2019-09-30T20:00:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE015,OCNMS - Cape Elizabeth - near shore - CENS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP42 - Additional Location Description: CENS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.407',124° 20.888',degrees minutes seconds,WGS84,47.35678333,missing: not collected,-124.3481333,missing: not collected,T0S/T1S,20:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.96,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.38,3.89,8.71,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.7,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524532 | SAMN23524486 | SAMN23524440 | SAMN23524394,,,
E2130.5B.OC0919,2130.0,5.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP43,not applicable: sample group,not applicable: sample group,2019-09-30T20:00:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE015,OCNMS - Cape Elizabeth - near shore - CENS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP43 - Additional Location Description: CENS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.407',124° 20.888',degrees minutes seconds,WGS84,47.35678333,missing: not collected,-124.3481333,missing: not collected,T0S/T1S,20:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.96,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.38,3.89,8.71,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.7,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524533 | SAMN23524487 | SAMN23524441 | SAMN23524395,,,
E2131.1B.OC0919,2131.0,1.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP11,not applicable: sample group,not applicable: sample group,2019-09-30T17:30:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE042,OCNMS - Cape Elizabeth - 42 m depth - CE42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP11 - Additional Location Description: CE42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.188',124° 29.324',degrees minutes seconds,WGS84,47.35313333,missing: not collected,-124.4887333,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,15.32,missing: not collected,missing: not collected,missing: not collected,missing: not collected,30.98,3.88,8.4,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.39,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524534 | SAMN23524488 | SAMN23524442 | SAMN23524396,,,
E2131.2B.OC0919,2131.0,2.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP38,not applicable: sample group,not applicable: sample group,2019-09-30T17:30:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE042,OCNMS - Cape Elizabeth - 42 m depth - CE42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP38 - Additional Location Description: CE42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.188',124° 29.324',degrees minutes seconds,WGS84,47.35313333,missing: not collected,-124.4887333,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,15.32,missing: not collected,missing: not collected,missing: not collected,missing: not collected,30.98,3.88,8.4,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.39,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524535 | SAMN23524489 | SAMN23524443 | SAMN23524397,,,
E2131.3B.OC0919,2131.0,3.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP23,not applicable: sample group,not applicable: sample group,2019-09-30T17:30:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE042,OCNMS - Cape Elizabeth - 42 m depth - CE42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP23 - Additional Location Description: CE42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.188',124° 29.324',degrees minutes seconds,WGS84,47.35313333,missing: not collected,-124.4887333,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,15.32,missing: not collected,missing: not collected,missing: not collected,missing: not collected,30.98,3.88,8.4,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.39,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524536 | SAMN23524490 | SAMN23524444 | SAMN23524398,,,
E2131.4B.OC0919,2131.0,4.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP39,not applicable: sample group,not applicable: sample group,2019-09-30T17:30:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE042,OCNMS - Cape Elizabeth - 42 m depth - CE42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP39 - Additional Location Description: CE42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.188',124° 29.324',degrees minutes seconds,WGS84,47.35313333,missing: not collected,-124.4887333,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,15.32,missing: not collected,missing: not collected,missing: not collected,missing: not collected,30.98,3.88,8.4,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.39,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524537 | SAMN23524491 | SAMN23524445 | SAMN23524399,,,
E2131.5B.OC0919,2131.0,5.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP17,not applicable: sample group,not applicable: sample group,2019-09-30T17:30:00Z,2019-09-30,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,CE042,OCNMS - Cape Elizabeth - 42 m depth - CE42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP17 - Additional Location Description: CE42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 21.188',124° 29.324',degrees minutes seconds,WGS84,47.35313333,missing: not collected,-124.4887333,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,15.32,missing: not collected,missing: not collected,missing: not collected,missing: not collected,30.98,3.88,8.4,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.39,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524538 | SAMN23524492 | SAMN23524446 | SAMN23524400,,,
E2132.1B.OC0919,2132.0,1.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP7,not applicable: sample group,not applicable: sample group,2019-10-01T17:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL015,OCNMS - Kalaloch - near shore - CLNS (actual KLNS),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP7 - Additional Location Description: CLNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 36.050',124° 25.704',degrees minutes seconds,WGS84,47.60083333,missing: not collected,-124.4284,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.22,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.9,3.88,8.92,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.86,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524539 | SAMN23524493 | SAMN23524447 | SAMN23524401,,,
