samp_name,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,expedition_id,expedition_name,samp_category,materialSampleID,neg_cont_type,pos_cont_type,eventDate,verbatimEventDate,env_medium,organism,habitat_natural_artificial_0_1,env_broad_scale,env_local_scale,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,sample_derived_from,sample_composed_of,samp_collect_device,samp_store_method_additional,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prep_method_additional,line_id,station_id,verbatimStationName,ctd_cast_number,rov_dive_number,samp_collect_method,samp_collect_notes,ctd_bottle_number,rosette_position,maximumDepthInMeters,minimumDepthInMeters,DepthInMeters_method,maximumDepthInMeters_standard_deviation,altitude,altitude_unit,altitude_method,tot_depth_water_col,tot_depth_water_col_method,elev,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLatitude_standard_deviation,decimalLongitude,decimalLongitude_standard_deviation,eventDurationValue,verbatimEventTime,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,dna_store_loc,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,samp_weather,temp,temp_standard_deviation,ph,pH_free,pH_total,salinity,conductivity,diss_oxygen,diss_oxygen_unit,methane,methane_unit,hydrogen,hydrogen_unit,beam_attenuation,beam_attenuation_unit,dNTU,turbidity,orp,orp_unit,dE/dt,fluorescence,fluorescence_unit,chlorophyll,theta,sigma_theta,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,silicate,silicate_unit,tot_alkalinity,tot_alkalinity_unit,pco2,pco2_unit,percent_d3He,measurements_from,collected_by,extract_id,extract_plate,extract_well_number,extract_well_position,date_ext,concentration,concentration_unit,dna_yield,dna_yield_unit,ratioOfAbsorbance260_280,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration_method,pool_dna_num,nucl_acid_ext_method_additional,associatedSequences,Unnamed: 141,Unnamed: 142,Unnamed: 143
E344.RC50,344.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V2_3,not applicable: sample group,not applicable: sample group,2021-03-31T18:34:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P29,Salish Sea - WOAC Station P29,RC50-V2,not applicable,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: RC50-V2-3 - Additional Location Description: Mid-Basin near Alki,3,3,150,149,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,71.5,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,221.5,missing: not collected,0,47˚ 33.360' N,122˚ 26.521' W,degrees minutes seconds,WGS84,47.556,missing: not collected,-122.4420167,missing: not collected,T0S/T1S,18:34:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.2,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.7,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_3,not applicable,not applicable,not applicable,2022-02-03,4.8,ng/µL,0.48,ng DNA/mL seawater,2.54,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E345.RC50,345.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V2_6,not applicable: sample group,not applicable: sample group,2021-03-31T18:34:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P29,Salish Sea - WOAC Station P29,RC50-V2,not applicable,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: RC50-V2-6 - Additional Location Description: Mid-Basin near Alki,6,6,100,99,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,121.5,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,221.5,missing: not collected,0,47˚ 33.360' N,122˚ 26.521' W,degrees minutes seconds,WGS84,47.556,missing: not collected,-122.4420167,missing: not collected,T0S/T1S,18:34:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.3,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.4,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_3,not applicable,not applicable,not applicable,2022-02-03,10.1,ng/µL,1.01,ng DNA/mL seawater,2.48,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E346.RC50,346.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V2_8,not applicable: sample group,not applicable: sample group,2021-03-31T18:34:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P29,Salish Sea - WOAC Station P29,RC50-V2,not applicable,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: RC50-V2-8 - Additional Location Description: Mid-Basin near Alki,8,8,50,49,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,171.5,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,221.5,missing: not collected,0,47˚ 33.360' N,122˚ 26.521' W,degrees minutes seconds,WGS84,47.556,missing: not collected,-122.4420167,missing: not collected,T0S/T1S,18:34:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.4,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.2,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_3,not applicable,not applicable,not applicable,2022-02-03,11.5,ng/µL,1.15,ng DNA/mL seawater,2.41,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E347.RC50,347.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V2_9,not applicable: sample group,not applicable: sample group,2021-03-31T18:34:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P29,Salish Sea - WOAC Station P29,RC50-V2,not applicable,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: RC50-V2-9 - Additional Location Description: Mid-Basin near Alki,9,9,25,24,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,196.5,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,221.5,missing: not collected,0,47˚ 33.360' N,122˚ 26.521' W,degrees minutes seconds,WGS84,47.556,missing: not collected,-122.4420167,missing: not collected,T0S/T1S,18:34:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.4,missing: not collected,missing: not collected,missing: not collected,missing: not collected,28.2,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_3,not applicable,not applicable,not applicable,2022-02-03,15.7,ng/µL,1.57,ng DNA/mL seawater,2.81,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E348.RC50,348.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V2_12,not applicable: sample group,not applicable: sample group,2021-03-31T18:34:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P29,Salish Sea - WOAC Station P29,RC50-V2,not applicable,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: RC50-V2-12 - Additional Location Description: Mid-Basin near Alki,12,12,1,0,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,220.5,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,221.5,missing: not collected,0,47˚ 33.360' N,122˚ 26.521' W,degrees minutes seconds,WGS84,47.556,missing: not collected,-122.4420167,missing: not collected,T0S/T1S,18:34:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.5,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.1,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_3,not applicable,not applicable,not applicable,2022-02-03,11.1,ng/µL,1.11,ng DNA/mL seawater,3.26,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E349.RC50,349.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V3_1,not applicable: sample group,not applicable: sample group,2021-03-31T20:13:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,LSEP01 King Co Station,Salish Sea - LSEP01 King Co Station,RC50-V3,not applicable,https://doi.org/10.5281/zenodo.11398178,"Field Sample Name: RC50-V3-1 - Additional Location Description: Outer Elliot Bay, South TP outfall",1,1,183,182,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,7.3,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,190.3,missing: not collected,0,47˚ 36.116' N,122˚ 25.571' W,degrees minutes seconds,WGS84,47.60193333,missing: not collected,-122.4261833,missing: not collected,T0S/T1S,20:13:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.2,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.8,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_4,not applicable,not applicable,not applicable,2022-02-10,6.8,ng/µL,0.68,ng DNA/mL seawater,1.83,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E350.RC50,350.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V3_2,not applicable: sample group,not applicable: sample group,2021-03-31T20:13:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,LSEP01 King Co Station,Salish Sea - LSEP01 King Co Station,RC50-V3,not applicable,https://doi.org/10.5281/zenodo.11398178,"Field Sample Name: RC50-V3-2 - Additional Location Description: Outer Elliot Bay, South TP outfall",2,2,175,174,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,15.3,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,190.3,missing: not collected,0,47˚ 36.116' N,122˚ 25.571' W,degrees minutes seconds,WGS84,47.60193333,missing: not collected,-122.4261833,missing: not collected,T0S/T1S,20:13:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.2,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.7,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_4,not applicable,not applicable,not applicable,2022-02-10,22.4,ng/µL,2.24,ng DNA/mL seawater,2.02,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E351.RC50,351.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V3_4,not applicable: sample group,not applicable: sample group,2021-03-31T20:13:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,LSEP01 King Co Station,Salish Sea - LSEP01 King Co Station,RC50-V3,not applicable,https://doi.org/10.5281/zenodo.11398178,"Field Sample Name: RC50-V3-4 - Additional Location Description: Outer Elliot Bay, South TP outfall",4,4,150,149,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,40.3,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,190.3,missing: not collected,0,47˚ 36.116' N,122˚ 25.571' W,degrees minutes seconds,WGS84,47.60193333,missing: not collected,-122.4261833,missing: not collected,T0S/T1S,20:13:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.2,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.7,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_4,not applicable,not applicable,not applicable,2022-02-10,7.3,ng/µL,0.73,ng DNA/mL seawater,1.99,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E352.RC50,352.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V3_6,not applicable: sample group,not applicable: sample group,2021-03-31T20:13:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,LSEP01 King Co Station,Salish Sea - LSEP01 King Co Station,RC50-V3,not applicable,https://doi.org/10.5281/zenodo.11398178,"Field Sample Name: RC50-V3-6 - Additional Location Description: Outer Elliot Bay, South TP outfall",6,6,100,99,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,90.3,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,190.3,missing: not collected,0,47˚ 36.116' N,122˚ 25.571' W,degrees minutes seconds,WGS84,47.60193333,missing: not collected,-122.4261833,missing: not collected,T0S/T1S,20:13:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.2,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.6,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_4,not applicable,not applicable,not applicable,2022-02-10,11,ng/µL,1.10,ng DNA/mL seawater,2.16,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
E353.RC50,353.0,,,False,RC50,RC0050,RC0050: Salish Methane Seeps 2021,sample,RC50-V3_8,not applicable: sample group,not applicable: sample group,2021-03-31T20:13:00Z,2021-03-31,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,LSEP01 King Co Station,Salish Sea - LSEP01 King Co Station,RC50-V3,not applicable,https://doi.org/10.5281/zenodo.11398178,"Field Sample Name: RC50-V3-8 - Additional Location Description: Outer Elliot Bay, South TP outfall",8,8,50,49,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,140.3,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,190.3,missing: not collected,0,47˚ 36.116' N,122˚ 25.571' W,degrees minutes seconds,WGS84,47.60193333,missing: not collected,-122.4261833,missing: not collected,T0S/T1S,20:13:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,8.4,missing: not collected,missing: not collected,missing: not collected,missing: not collected,29.2,missing: not collected,missing: not collected,not applicable,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister | Matt Galaska,Brown_Training_ExtractionTests_4,not applicable,not applicable,not applicable,2022-02-10,18.5,ng/µL,1.85,ng DNA/mL seawater,2.16,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Nanodrop,1,missing: not provided,not applicable,,,
