samp_name,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,expedition_id,expedition_name,samp_category,materialSampleID,neg_cont_type,pos_cont_type,eventDate,verbatimEventDate,env_medium,organism,habitat_natural_artificial_0_1,env_broad_scale,env_local_scale,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,sample_derived_from,sample_composed_of,samp_collect_device,samp_store_method_additional,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prep_method_additional,line_id,station_id,verbatimStationName,ctd_cast_number,rov_dive_number,samp_collect_method,samp_collect_notes,ctd_bottle_number,rosette_position,maximumDepthInMeters,minimumDepthInMeters,DepthInMeters_method,maximumDepthInMeters_standard_deviation,altitude,altitude_unit,altitude_method,tot_depth_water_col,tot_depth_water_col_method,elev,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLatitude_standard_deviation,decimalLongitude,decimalLongitude_standard_deviation,eventDurationValue,verbatimEventTime,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,dna_store_loc,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,samp_weather,temp,temp_standard_deviation,ph,pH_free,pH_total,salinity,conductivity,diss_oxygen,diss_oxygen_unit,methane,methane_unit,hydrogen,hydrogen_unit,beam_attenuation,beam_attenuation_unit,dNTU,turbidity,orp,orp_unit,dE/dt,fluorescence,fluorescence_unit,chlorophyll,theta,sigma_theta,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,silicate,silicate_unit,tot_alkalinity,tot_alkalinity_unit,pco2,pco2_unit,percent_d3He,measurements_from,collected_by,extract_id,extract_plate,extract_well_number,extract_well_position,date_ext,concentration,concentration_unit,dna_yield,dna_yield_unit,ratioOfAbsorbance260_280,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration_method,pool_dna_num,nucl_acid_ext_method_additional,associatedSequences,Unnamed: 141,Unnamed: 142,Unnamed: 143
E84.WO920,84.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P1_8,not applicable: sample group,not applicable: sample group,2020-09-12T21:10:07Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P1,Salish Sea - Gedney Island - WOAC P1,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,8,8,2.886,1.886,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,105.6,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,108.486,missing: not collected,0, 48 00.98 N, 122 18.26 W,degrees minutes seconds,WGS84,48.016,missing: not collected,-122.304,missing: not collected,T0S/T1S,21:10:07,1200,mL,ambient temperature,not applicable,OME -80 Freezer,1200,mL,missing: not collected,13.9677,missing: not collected,8.499,missing: not collected,missing: not collected,28.78,missing: not collected,8.840,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,68.2,missing: not collected,not applicable,missing: not collected,16.135,mg/m3,3.570,missing: not collected,21.3917,5.394,µM,0.117,µM,0.142,µM,1.045,µM,18.221,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,1,F,2021-02-01,29.213,ng/µL,2.43,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E85.WO920,85.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P4_1,not applicable: sample group,not applicable: sample group,2020-09-12T23:45:58Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P4,Salish Sea - Skagit Bay - WOAC P4,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,1,1,80.596,79.596,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,11,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,91.596,missing: not collected,0, 48 14.42 N, 122 33.19 W,degrees minutes seconds,WGS84,48.240,missing: not collected,-122.553,missing: not collected,T0S/T1S,23:45:58,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,11.093,missing: not collected,8.031,missing: not collected,missing: not collected,30.02,missing: not collected,3.706,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,64.76,missing: not collected,not applicable,missing: not collected,0.058,mg/m3,missing: not collected,missing: not collected,22.889,27.361,µM,0.296,µM,0.179,µM,2.893,µM,70.871,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,3,C,2021-02-02,9.2535,ng/µL,0.93,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E86.WO920,86.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P4_3,not applicable: sample group,not applicable: sample group,2020-09-12T23:47:31Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P4,Salish Sea - Skagit Bay - WOAC P4,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,3,3,50.36,49.36,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,39,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,89.36,missing: not collected,0, 48 14.42 N, 122 33.19 W,degrees minutes seconds,WGS84,48.240,missing: not collected,-122.553,missing: not collected,T0S/T1S,23:47:31,900,mL,ambient temperature,not applicable,OME -80 Freezer,900,mL,missing: not collected,10.9509,missing: not collected,7.985,missing: not collected,missing: not collected,29.93,missing: not collected,3.641,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,78.51,missing: not collected,not applicable,missing: not collected,0.029,mg/m3,0.039,missing: not collected,22.8364,28.277,µM,0.070,µM,0.030,µM,2.786,µM,66.287,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,1,F,2021-02-02,13.1125,ng/µL,1.46,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E87.WO920,87.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P4_6,not applicable: sample group,not applicable: sample group,2020-09-12T23:51:05Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P4,Salish Sea - Skagit Bay - WOAC P4,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,6,6,9.84,8.84,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,79,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,88.84,missing: not collected,0, 48 14.42 N, 122 33.19 W,degrees minutes seconds,WGS84,48.240,missing: not collected,-122.553,missing: not collected,T0S/T1S,23:51:05,1300,mL,ambient temperature,not applicable,OME -80 Freezer,1300,mL,missing: not collected,11.522,missing: not collected,8.03,missing: not collected,missing: not collected,29.43,missing: not collected,4.268,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,85.03,missing: not collected,not applicable,missing: not collected,5.060,mg/m3,9.771,missing: not collected,22.3493,24.896,µM,0.255,µM,0.808,µM,2.503,µM,48.733,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,3,B,2021-02-02,25.345,ng/µL,1.95,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E88.WO920,88.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P4_8,not applicable: sample group,not applicable: sample group,2020-09-12T23:52:43Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P4,Salish Sea - Skagit Bay - WOAC P4,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,8,8,2.294,1.294,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,89,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,91.294,missing: not collected,0, 48 14.42 N, 122 33.19 W,degrees minutes seconds,WGS84,48.240,missing: not collected,-122.553,missing: not collected,T0S/T1S,23:52:43,1100,mL,ambient temperature,not applicable,OME -80 Freezer,1100,mL,missing: not collected,14.4638,missing: not collected,8.907,missing: not collected,missing: not collected,26.77,missing: not collected,13.488,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,53.27,missing: not collected,not applicable,missing: not collected,14.279,mg/m3,20.668,missing: not collected,19.7488,0.224,µM,0.007,µM,0.000,µM,0.329,µM,24.780,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,3,F,2021-02-02,31.657,ng/µL,2.88,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E89.WO920,89.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P26_1,not applicable: sample group,not applicable: sample group,2020-09-13T14:07:19Z,2020-09-13,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P26,Salish Sea - SW of Deception - WOAC P26,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,1,1,76.822,75.822,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,7,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,83.822,missing: not collected,0, 48 22.37 N, 122 43.04 W,degrees minutes seconds,WGS84,48.373,missing: not collected,-122.717,missing: not collected,T0S/T1S,14:07:19,1600,mL,ambient temperature,not applicable,OME -80 Freezer,1600,mL,missing: not collected,8.4303,missing: not collected,8.085,missing: not collected,missing: not collected,32.74,missing: not collected,3.695,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,91.6,missing: not collected,not applicable,missing: not collected,0.235,mg/m3,missing: not collected,missing: not collected,25.4379,30.300,µM,0.223,µM,0.656,µM,2.317,µM,45.981,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,5,G,2021-02-02,9.1405,ng/µL,0.57,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E90.WO920,90.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P26_3,not applicable: sample group,not applicable: sample group,2020-09-13T14:10:41Z,2020-09-13,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P26,Salish Sea - SW of Deception - WOAC P26,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,3,3,50.031,49.031,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,33,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,83.031,missing: not collected,0, 48 22.37 N, 122 43.04 W,degrees minutes seconds,WGS84,48.373,missing: not collected,-122.717,missing: not collected,T0S/T1S,14:10:41,2300,mL,ambient temperature,not applicable,OME -80 Freezer,2300,mL,missing: not collected,9.5866,missing: not collected,8.152,missing: not collected,missing: not collected,31.74,missing: not collected,4.445,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,93.5,missing: not collected,not applicable,missing: not collected,0.281,mg/m3,0.753,missing: not collected,24.4727,26.726,µM,0.260,µM,1.109,µM,2.171,µM,44.646,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,3,F,2021-02-01,10.0055,ng/µL,0.44,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E91.WO920,91.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P26_6,not applicable: sample group,not applicable: sample group,2020-09-13T14:13:23Z,2020-09-13,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P26,Salish Sea - SW of Deception - WOAC P26,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,6,6,19.903,18.903,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,63,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,82.903,missing: not collected,0, 48 22.37 N, 122 43.04 W,degrees minutes seconds,WGS84,48.373,missing: not collected,-122.717,missing: not collected,T0S/T1S,14:13:23,2300,mL,ambient temperature,not applicable,OME -80 Freezer,2300,mL,missing: not collected,10.7831,missing: not collected,8.244,missing: not collected,missing: not collected,30.61,missing: not collected,5.621,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,90.52,missing: not collected,not applicable,missing: not collected,0.819,mg/m3,2.064,missing: not collected,23.3989,21.792,µM,0.285,µM,1.639,µM,1.947,µM,42.308,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,5,D,2021-02-02,21.0745,ng/µL,0.92,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E92.WO920,92.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P26_9,not applicable: sample group,not applicable: sample group,2020-09-13T14:16:19Z,2020-09-13,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P26,Salish Sea - SW of Deception - WOAC P26,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,9,9,2.598,1.598,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,83,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,85.598,missing: not collected,0, 48 22.37 N, 122 43.04 W,degrees minutes seconds,WGS84,48.373,missing: not collected,-122.717,missing: not collected,T0S/T1S,14:16:19,1600,mL,ambient temperature,not applicable,OME -80 Freezer,1600,mL,missing: not collected,11.3512,missing: not collected,8.296,missing: not collected,missing: not collected,30.11,missing: not collected,5.900,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,88.2,missing: not collected,not applicable,missing: not collected,1.666,mg/m3,2.879,missing: not collected,22.9101,19.483,µM,0.304,µM,1.931,µM,1.891,µM,41.876,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,1,E,2021-02-01,15.5165,ng/µL,0.97,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E93.WO920,93.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P7_1,not applicable: sample group,not applicable: sample group,2020-09-13T20:01:07Z,2020-09-13,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P7,Salish Sea - Mutiny Bay - WOAC P7,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,1,1,83.207,82.207,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,10,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,93.207,missing: not collected,0, 47 58.94 N, 122 37.18 W,degrees minutes seconds,WGS84,47.982,missing: not collected,-122.620,missing: not collected,T0S/T1S,20:01:07,1500,mL,ambient temperature,not applicable,OME -80 Freezer,1500,mL,missing: not collected,10.6887,missing: not collected,8.285,missing: not collected,missing: not collected,31.47,missing: not collected,5.493,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,0.688,mg/m3,missing: not collected,missing: not collected,24.081,22.275,µM,0.309,µM,1.376,µM,2.029,µM,40.394,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,1,G,2021-02-02,19.7925,ng/µL,1.32,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E94.WO920,94.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P7_2,not applicable: sample group,not applicable: sample group,2020-09-13T20:03:29Z,2020-09-13,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P7,Salish Sea - Mutiny Bay - WOAC P7,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,2,2,49.972,48.972,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,42,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,91.972,missing: not collected,0, 47 58.94 N, 122 37.18 W,degrees minutes seconds,WGS84,47.982,missing: not collected,-122.620,missing: not collected,T0S/T1S,20:03:29,1500,mL,ambient temperature,not applicable,OME -80 Freezer,1500,mL,missing: not collected,11.2729,missing: not collected,8.324,missing: not collected,missing: not collected,31.15,missing: not collected,5.825,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,0.935,mg/m3,1.971,missing: not collected,23.7326,20.759,µM,0.324,µM,1.475,µM,1.953,µM,39.023,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,1,D,2021-02-02,23.719,ng/µL,1.58,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
